GO.ID	UNIgene	V3
1	GO:0042254	Nk52_evm104s226	ribosome biogenesis
2	GO:0042254	Nk52_evm10s358	ribosome biogenesis
3	GO:0042254	Nk52_evm113s221	ribosome biogenesis
4	GO:0042254	Nk52_evm116s151	ribosome biogenesis
5	GO:0042254	Nk52_evm118s226	ribosome biogenesis
6	GO:0042254	Nk52_evm11s1360	ribosome biogenesis
7	GO:0042254	Nk52_evm11s1524	ribosome biogenesis
8	GO:0042254	Nk52_evm11s262	ribosome biogenesis
9	GO:0042254	Nk52_evm123s352	ribosome biogenesis
10	GO:0042254	Nk52_evm12s224	ribosome biogenesis
11	GO:0042254	Nk52_evm12s284	ribosome biogenesis
12	GO:0042254	Nk52_evm14s1810	ribosome biogenesis
13	GO:0042254	Nk52_evm14s359	ribosome biogenesis
14	GO:0042254	Nk52_evm15s147	ribosome biogenesis
15	GO:0042254	Nk52_evm15s2356	ribosome biogenesis
16	GO:0042254	Nk52_evm16s249	ribosome biogenesis
17	GO:0042254	Nk52_evm17s239	ribosome biogenesis
18	GO:0042254	Nk52_evm18s2241	ribosome biogenesis
19	GO:0042254	Nk52_evm19s245	ribosome biogenesis
20	GO:0042254	Nk52_evm19s559	ribosome biogenesis
21	GO:0042254	Nk52_evm19s578	ribosome biogenesis
22	GO:0042254	Nk52_evm1s1484	ribosome biogenesis
23	GO:0042254	Nk52_evm1s152	ribosome biogenesis
24	GO:0042254	Nk52_evm1s1739	ribosome biogenesis
25	GO:0042254	Nk52_evm1s2225	ribosome biogenesis
26	GO:0042254	Nk52_evm1s2249	ribosome biogenesis
27	GO:0042254	Nk52_evm1s2332	ribosome biogenesis
28	GO:0042254	Nk52_evm1s541	ribosome biogenesis
29	GO:0042254	Nk52_evm1s659	ribosome biogenesis
30	GO:0042254	Nk52_evm1s759	ribosome biogenesis
31	GO:0042254	Nk52_evm20s238	ribosome biogenesis
32	GO:0042254	Nk52_evm20s490	ribosome biogenesis
33	GO:0042254	Nk52_evm21s152	ribosome biogenesis
34	GO:0042254	Nk52_evm21s1992	ribosome biogenesis
35	GO:0042254	Nk52_evm21s238	ribosome biogenesis
36	GO:0042254	Nk52_evm22s1073	ribosome biogenesis
37	GO:0042254	Nk52_evm22s158	ribosome biogenesis
38	GO:0042254	Nk52_evm22s1967	ribosome biogenesis
39	GO:0042254	Nk52_evm23s2356	ribosome biogenesis
40	GO:0042254	Nk52_evm23s296	ribosome biogenesis
41	GO:0042254	Nk52_evm23s628	ribosome biogenesis
42	GO:0042254	Nk52_evm24s123	ribosome biogenesis
43	GO:0042254	Nk52_evm24s233	ribosome biogenesis
44	GO:0042254	Nk52_evm24s293	ribosome biogenesis
45	GO:0042254	Nk52_evm24s294	ribosome biogenesis
46	GO:0042254	Nk52_evm24s304	ribosome biogenesis
47	GO:0042254	Nk52_evm24s628	ribosome biogenesis
48	GO:0042254	Nk52_evm24s913	ribosome biogenesis
49	GO:0042254	Nk52_evm25s2630	ribosome biogenesis
50	GO:0042254	Nk52_evm27s1020	ribosome biogenesis
51	GO:0042254	Nk52_evm27s228	ribosome biogenesis
52	GO:0042254	Nk52_evm27s238	ribosome biogenesis
53	GO:0042254	Nk52_evm28s1178	ribosome biogenesis
54	GO:0042254	Nk52_evm2s1444	ribosome biogenesis
55	GO:0042254	Nk52_evm2s388	ribosome biogenesis
56	GO:0042254	Nk52_evm30s2356	ribosome biogenesis
57	GO:0042254	Nk52_evm32s222	ribosome biogenesis
58	GO:0042254	Nk52_evm32s240	ribosome biogenesis
59	GO:0042254	Nk52_evm33s151	ribosome biogenesis
60	GO:0042254	Nk52_evm33s240	ribosome biogenesis
61	GO:0042254	Nk52_evm34s2579	ribosome biogenesis
62	GO:0042254	Nk52_evm34s293	ribosome biogenesis
63	GO:0042254	Nk52_evm36s210	ribosome biogenesis
64	GO:0042254	Nk52_evm36s248	ribosome biogenesis
65	GO:0042254	Nk52_evm37s208	ribosome biogenesis
66	GO:0042254	Nk52_evm37s2391	ribosome biogenesis
67	GO:0042254	Nk52_evm37s240	ribosome biogenesis
68	GO:0042254	Nk52_evm37s272	ribosome biogenesis
69	GO:0042254	Nk52_evm3s337	ribosome biogenesis
70	GO:0042254	Nk52_evm40s151	ribosome biogenesis
71	GO:0042254	Nk52_evm40s2209	ribosome biogenesis
72	GO:0042254	Nk52_evm40s248	ribosome biogenesis
73	GO:0042254	Nk52_evm41s2630	ribosome biogenesis
74	GO:0042254	Nk52_evm41s359	ribosome biogenesis
75	GO:0042254	Nk52_evm42s1129	ribosome biogenesis
76	GO:0042254	Nk52_evm43s2449	ribosome biogenesis
77	GO:0042254	Nk52_evm46s230	ribosome biogenesis
78	GO:0042254	Nk52_evm49s270	ribosome biogenesis
79	GO:0042254	Nk52_evm49s745	ribosome biogenesis
80	GO:0042254	Nk52_evm4s291	ribosome biogenesis
81	GO:0042254	Nk52_evm4s292	ribosome biogenesis
82	GO:0042254	Nk52_evm4s385	ribosome biogenesis
83	GO:0042254	Nk52_evm4s392	ribosome biogenesis
84	GO:0042254	Nk52_evm52s2039	ribosome biogenesis
85	GO:0042254	Nk52_evm56s1073	ribosome biogenesis
86	GO:0042254	Nk52_evm56s164	ribosome biogenesis
87	GO:0042254	Nk52_evm57s239	ribosome biogenesis
88	GO:0042254	Nk52_evm58s2039	ribosome biogenesis
89	GO:0042254	Nk52_evm5s2118	ribosome biogenesis
90	GO:0042254	Nk52_evm61s236	ribosome biogenesis
91	GO:0042254	Nk52_evm63s1992	ribosome biogenesis
92	GO:0042254	Nk52_evm63s32	ribosome biogenesis
93	GO:0042254	Nk52_evm73s164	ribosome biogenesis
94	GO:0042254	Nk52_evm7s2010	ribosome biogenesis
95	GO:0042254	Nk52_evm7s326	ribosome biogenesis
96	GO:0042254	Nk52_evm8s169	ribosome biogenesis
97	GO:0042254	Nk52_evm90s221	ribosome biogenesis
98	GO:0042254	Nk52_evm93s914	ribosome biogenesis
99	GO:0042254	Nk52_evm9s356	ribosome biogenesis
100	GO:0042254	Nk52_evm9s490	ribosome biogenesis
101	GO:0042254	Nk52_evm9s554	ribosome biogenesis
102	GO:1901862	Nk52_evm39s2391	negative regulation of muscle tissue development
103	GO:1901862	Nk52_evm42s2657	negative regulation of muscle tissue development
104	GO:1901862	Nk52_evm6s2192	negative regulation of muscle tissue development
105	GO:1901862	Nk52_evm6s2367	negative regulation of muscle tissue development
106	GO:1902570	Nk52_evm19s559	protein localization to nucleolus
107	GO:1902570	Nk52_evm1s2249	protein localization to nucleolus
108	GO:1902570	Nk52_evm1s324	protein localization to nucleolus
109	GO:1902570	Nk52_evm1s759	protein localization to nucleolus
110	GO:1902570	Nk52_evm30s2356	protein localization to nucleolus
111	GO:1902570	Nk52_evm55s1360	protein localization to nucleolus
112	GO:0043327	Nk52_evm15s1763	chemotaxis to cAMP
113	GO:0043327	Nk52_evm18s164	chemotaxis to cAMP
114	GO:0043327	Nk52_evm1s364	chemotaxis to cAMP
115	GO:0043327	Nk52_evm1s696	chemotaxis to cAMP
116	GO:0043327	Nk52_evm30s2474	chemotaxis to cAMP
117	GO:0043327	Nk52_evm32s262	chemotaxis to cAMP
118	GO:0043327	Nk52_evm36s2531	chemotaxis to cAMP
119	GO:0007288	Nk52_evm11s106	sperm axoneme assembly
120	GO:0007288	Nk52_evm1s24	sperm axoneme assembly
121	GO:0007288	Nk52_evm25s2118	sperm axoneme assembly
122	GO:0007288	Nk52_evm26s78	sperm axoneme assembly
123	GO:0007288	Nk52_evm74s1810	sperm axoneme assembly
124	GO:0007288	Nk52_evm8s328	sperm axoneme assembly
125	GO:0007288	Nk52_evm90s745	sperm axoneme assembly
126	GO:0006356	Nk52_evm19s559	regulation of transcription by RNA polymerase I
127	GO:0006356	Nk52_evm22s1967	regulation of transcription by RNA polymerase I
128	GO:0006356	Nk52_evm2s1444	regulation of transcription by RNA polymerase I
129	GO:0006356	Nk52_evm34s2579	regulation of transcription by RNA polymerase I
130	GO:0006356	Nk52_evm36s248	regulation of transcription by RNA polymerase I
131	GO:0006356	Nk52_evm42s1401	regulation of transcription by RNA polymerase I
132	GO:0006356	Nk52_evm58s2039	regulation of transcription by RNA polymerase I
133	GO:0034227	Nk52_evm31s228	tRNA thio-modification
134	GO:0034227	Nk52_evm5s302	tRNA thio-modification
135	GO:0034227	Nk52_evm82s221	tRNA thio-modification
136	GO:0032447	Nk52_evm31s228	protein urmylation
137	GO:0032447	Nk52_evm5s302	protein urmylation
138	GO:0032447	Nk52_evm82s221	protein urmylation
139	GO:0042795	Nk52_evm20s1129	snRNA transcription by RNA polymerase II
140	GO:0042795	Nk52_evm64s2118	snRNA transcription by RNA polymerase II
141	GO:0042795	Nk52_evm68s2039	snRNA transcription by RNA polymerase II
142	GO:0045760	Nk52_evm16s147	positive regulation of action potential
143	GO:0045760	Nk52_evm23s356	positive regulation of action potential
144	GO:0045760	Nk52_evm65s1401	positive regulation of action potential
145	GO:2001169	Nk52_evm34s217	regulation of ATP biosynthetic process
146	GO:2001169	Nk52_evm5s1569	regulation of ATP biosynthetic process
147	GO:2001169	Nk52_evm6s2367	regulation of ATP biosynthetic process
148	GO:0032486	Nk52_evm1s1374	Rap protein signal transduction
149	GO:0032486	Nk52_evm1s696	Rap protein signal transduction
150	GO:0032486	Nk52_evm31s296	Rap protein signal transduction
151	GO:0032486	Nk52_evm75s1444	Rap protein signal transduction
152	GO:0010613	Nk52_evm16s1360	positive regulation of cardiac muscle hypertrophy
153	GO:0010613	Nk52_evm3s303	positive regulation of cardiac muscle hypertrophy
154	GO:0010613	Nk52_evm4s213	positive regulation of cardiac muscle hypertrophy
155	GO:0010613	Nk52_evm5s1569	positive regulation of cardiac muscle hypertrophy
156	GO:0031167	Nk52_evm11s1360	rRNA methylation
157	GO:0031167	Nk52_evm1s2332	rRNA methylation
158	GO:0031167	Nk52_evm4s385	rRNA methylation
159	GO:0031167	Nk52_evm56s164	rRNA methylation
160	GO:0031167	Nk52_evm5s2118	rRNA methylation
161	GO:0031167	Nk52_evm61s236	rRNA methylation
162	GO:1901522	Nk52_evm14s216	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
163	GO:1901522	Nk52_evm18s1360	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
164	GO:1901522	Nk52_evm41s2391	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus
165	GO:0033137	Nk52_evm20s745	negative regulation of peptidyl-serine phosphorylation
166	GO:0033137	Nk52_evm22s1967	negative regulation of peptidyl-serine phosphorylation
167	GO:0033137	Nk52_evm6s598	negative regulation of peptidyl-serine phosphorylation
168	GO:0106070	Nk52_evm30s2474	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
169	GO:0106070	Nk52_evm32s262	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
170	GO:0106070	Nk52_evm6s1837	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
171	GO:0106070	Nk52_evm6s62	regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway
172	GO:0140207	Nk52_evm13s168	tripeptide import across plasma membrane
173	GO:0140207	Nk52_evm18s2568	tripeptide import across plasma membrane
174	GO:0140207	Nk52_evm22s2367	tripeptide import across plasma membrane
175	GO:0140207	Nk52_evm32s307	tripeptide import across plasma membrane
176	GO:0140207	Nk52_evm4s356	tripeptide import across plasma membrane
177	GO:0030587	Nk52_evm15s1763	sorocarp development
178	GO:0030587	Nk52_evm18s162	sorocarp development
179	GO:0030587	Nk52_evm18s164	sorocarp development
180	GO:0030587	Nk52_evm1s2640	sorocarp development
181	GO:0030587	Nk52_evm1s364	sorocarp development
182	GO:0030587	Nk52_evm1s696	sorocarp development
183	GO:0030587	Nk52_evm24s1178	sorocarp development
184	GO:0030587	Nk52_evm29s153	sorocarp development
185	GO:0030587	Nk52_evm30s2474	sorocarp development
186	GO:0030587	Nk52_evm31s296	sorocarp development
187	GO:0030587	Nk52_evm32s262	sorocarp development
188	GO:0030587	Nk52_evm3s684	sorocarp development
189	GO:0030587	Nk52_evm5s384	sorocarp development
190	GO:0030587	Nk52_evm7s2596	sorocarp development
